N,G_N,S_N,omega,Pred_Series,Pred_Integral,Bias_Series,Bias_Integral
1054,48,1.103448275862069,3,44.72976609103726,45.7878833605947,7.311091013324147,4.831227121778382
1056,88,2.2222222222222223,3,90.19325649192045,92.32568431316321,-2.431730017550618,-4.685244788969822
1058,38,1.0476190476190477,2,42.57267766550836,43.5786694576427,-10.74087399772146,-12.801376285857039
1060,54,1.3594771241830064,3,55.31457132672872,56.62094170039734,-2.3765371315342723,-4.628926368384555
1062,74,2.0350877192982457,3,82.90675512424792,84.86370676408998,-10.743099414396143,-12.801357822242752
1064,48,1.2705882352941176,3,51.826254711215874,53.04890853127095,-7.382850125937853,-9.517459776377404
1066,48,1.1188811188811187,3,45.694741948994945,46.77215821011189,5.0449087853000965,2.625155299382053
1068,78,2.0229885057471266,3,82.72029378086961,84.66965841795462,-5.70633101639353,-7.877270964093423
1070,50,1.346031746031746,3,55.107334947491275,56.40527384664026,-9.267976671994338,-11.3558066645603
1072,42,1.0153846153846153,2,41.6216434399674,42.60142214448951,0.9090380118659157,-1.411741942439603
1074,80,2.0112994350282487,3,82.54656525203553,84.48866627808714,-3.0850044992910695,-5.312743680096784
1076,40,1.00374531835206,2,41.24568601367726,42.21556039892162,-3.020160734541262,-5.248207954567893
1078,54,1.3333333333333333,3,54.85617917788457,56.145398393337445,-1.5607707111867926,-3.821147333050237
1080,108,2.6666666666666665,3,109.84656229423463,112.42675445456975,-1.6810378546835492,-3.937456414219039
1082,39,1.0018552875695732,2,41.31928087648376,42.289305620355165,-5.613071736211515,-7.778102695476559
1084,42,1.003717472118959,2,41.44654866567935,42.41903390447546,1.3353375664279254,-0.9878440546738895
1086,78,2.011173184357542,3,83.14853357595602,85.09844076331441,-6.191971589315941,-8.341446329266379
1088,36,1.0666666666666667,2,44.15309960048385,45.187968546047664,-18.465520369479346,-20.332776271376073
1090,52,1.3457943925233642,3,55.7747524887163,57.08130459552935,-6.767851617951987,-8.901871867741658
1092,96,2.6181818181818177,4,108.63864041807332,111.18217966665233,-11.633651129502477,-13.655227584287081
1094,45,1.001834862385321,2,41.620315005435586,42.59423803960894,8.120277307182873,5.648092491181346
1096,36,1.0074074074074073,2,41.90233162079042,42.882324075613,-14.085926468735924,-16.04932620600885
1098,80,2.0338983050847457,3,84.70035655577061,86.68021966820262,-5.549394060313879,-7.706740584845526
1100,56,1.4814814814814814,3,61.769532703467114,63.21261048754099,-9.340418246588534,-11.410081678184412
1102,48,1.0980392156862744,3,45.837102543620176,46.907384486079145,4.718660945729577,2.329303852456565
1104,88,2.0952380952380953,3,87.56953461438574,89.61315306884421,0.49156979937122913,-1.8001297952376785
1106,50,1.2155844155844153,3,50.86561222342875,52.052027967258404,-1.7017631079058282,-3.9422632458223603
1108,50,1.0036363636363637,2,42.046918706364345,43.02711435354759,18.914777915538085,16.205794302534944
1110,108,2.7428571428571424,4,115.0479156651214,117.72846273290307,-6.126069841748626,-8.263475549642195
1112,32,1.0072992700729928,2,42.30103683032048,43.28609505714766,-24.351736038150523,-26.073257572084994
1114,45,1.0018018018018018,2,42.12019557532966,43.10051497392246,6.837110762033303,4.407105175487595
1116,82,2.0689655172413794,3,87.09175736014684,89.11767002476256,-5.846428542130704,-7.986822391995682
1118,44,1.1175166297117516,3,47.096884935034936,48.19185543146481,-6.575562140270538,-8.698265285565073
1120,68,1.5999999999999999,3,67.51056107572373,69.07929266538292,0.7249812717854448,-1.5623968105912278
1122,94,2.3703703703703702,4,100.1337896275739,102.45933271036915,-6.125594217883109,-8.25628323608343
1124,38,1.003584229390681,2,42.44535239922692,43.430589631220876,-10.47311931213436,-12.504066091050712
1126,45,1.0017825311942958,2,42.41903750765697,43.40313593919009,6.084443787479029,3.679144435662877
1128,78,2.0444444444444443,3,86.67081488413471,88.6804526822008,-10.004307558116574,-12.043750746825502
1130,52,1.3453453453453452,3,57.10060769441236,58.42389134263978,-8.93266797038219,-10.995315777522336
1132,44,1.00355871886121,2,42.644035618777444,43.63176493162726,3.1797280945555824,0.8439609741888275
1134,98,2.4,3,102.10205623865868,104.4656981803889,-4.017603944302861,-6.189302606511166
1136,46,1.0144927536231885,2,43.20948747018399,44.209243411340836,6.458101433722307,4.050638397036643
1138,39,1.001763668430335,2,42.717078745957984,43.704913335511364,-8.70162205628283,-10.765181707129713
1140,116,2.8235294117647056,4,120.5407457383732,123.32676740124138,-3.7669799623014053,-5.940938496671919
1142,35,1.0017574692442883,2,42.81624984007723,43.80532045380668,-18.255334993773776,-20.101029652532763
1144,48,1.2121212121212122,3,51.86755292456197,53.06507248584385,-7.456594164346017,-9.545021326777716
1146,76,2.0105820105820107,3,86.13395021690565,88.12155271809073,-11.765337815560489,-13.75549152755936
1148,52,1.2307692307692306,3,52.78752077577699,54.00498126231985,-1.4918692225045085,-3.712585793856686
1150,54,1.3968253968253967,3,59.978834176917125,61.36141394541727,-9.96824006162174,-11.996812772217826
1152,72,2.0,2,85.97780585257065,87.95863597558247,-16.257458205596592,-18.143341808998294
1154,37,1.0017391304347827,2,43.113240888041055,44.105991972742245,-14.179497440046948,-16.111171418916932
1156,44,1.0666666666666667,2,45.96038235231699,47.01813053405574,-4.265374333244995,-6.419078129594451
1158,84,2.0104712041884816,3,86.72630713180543,88.72119547781355,-3.1435757176447323,-5.321383974130712
1160,58,1.382716049382716,3,59.71498139871618,61.08782244310827,-2.871944960118591,-5.054726653555206
1162,50,1.2148148148148148,3,52.523891183775625,53.7307686860693,-4.805225064047126,-6.943449307168703
1164,86,2.0210526315789474,3,87.48229554120903,89.4913695946061,-1.6943948853180049,-3.901347817585008
1166,48,1.1328976034858387,3,49.09397070839319,50.22083999092801,-2.2283198784044704,-4.42214823831937
1168,44,1.0140845070422535,2,43.99525362732906,45.00455518966933,0.010788374380431648,-2.232118916486759
1170,116,2.9090909090909087,4,126.35207354939263,129.24919941474494,-8.193038118480796,-10.250894763556616
1172,36,1.0034364261168385,2,43.63224638198392,44.63216018919745,-17.49221508140211,-19.340673076555984
1174,43,1.0017094017094017,2,43.60650911884535,44.60530432252389,-1.3908683155360357,-3.598909024174683
1176,98,2.4,3,104.5952364747383,106.98969490019024,-6.305484548840972,-8.402393247851256
1178,38,1.0953346855983774,3,47.79008837151419,48.88355020523876,-20.48560424372364,-22.26423850056699
1180,52,1.3567251461988303,3,59.26147188187072,60.61668863993534,-12.253276287746322,-14.215043469495155
1182,80,2.01025641025641,3,87.9064661062871,89.91568761532345,-8.994180356115606,-11.027761537836046
1184,40,1.0285714285714285,2,45.02895530887361,46.05761014024647,-11.168270003995815,-13.152245897694012
1186,39,1.0016920473773265,2,43.901457080953236,44.90382617960961,-11.164679732417689,-13.147712972153094
1188,86,2.2222222222222223,3,97.5031701551592,99.72821383947313,-11.797739639494715,-13.765626908319703
1190,66,1.7066666666666663,4,74.966243171639,76.67608823337336,-11.960374152817458,-13.923621404471417
1192,46,1.0068027210884354,2,44.27376594391458,45.2830393187699,3.8989998236702683,1.5832874560010306
1194,90,2.010152284263959,3,88.49430879641915,90.51058102874154,1.7014554088949265,-0.564111977780152
1196,48,1.1428571428571428,3,50.36883233025442,51.51584264222725,-4.702972494424023,-6.824779450167301
1198,47,1.001675041876047,2,44.19565780781215,45.20156239648561,6.345288952101874,3.978706726416638
1200,108,2.6666666666666665,3,117.78868047242901,120.4681734759726,-8.310374505570813,-10.349765515835088
1202,37,1.001669449081803,2,44.29356039040509,45.30063508195001,-16.466412557760943,-18.32344086773607
1204,56,1.2292682926829268,3,54.4181091564299,55.654730378672824,2.9069198987102043,0.6203778528401344
1206,86,2.0307692307692307,3,89.99890290176924,92.0430058146797,-4.443279609901366,-6.565415548082762
1208,40,1.0067114093959733,2,44.66432501611785,45.67823347868851,-10.443066170673468,-12.430939303591348
1210,64,1.4814814814814814,3,65.8006870532546,67.29362229315845,-2.736577889828494,-4.894404820133011
1212,84,2.0202020202020203,3,89.82695830346785,91.86395320097947,-6.486870326592026,-8.56043412781807
1214,43,1.0016528925619834,2,44.58678023691508,45.5973404664501,-3.55885809310206,-5.6962542987812785
1216,42,1.0588235294117647,2,47.183341553841345,48.252194029832495,-10.985532993517609,-12.957325890646551
1218,98,2.4888888888888885,4,111.03148555353292,113.54538755488743,-11.736747904043753,-13.69090184079282
1220,54,1.3559322033898304,3,60.55547732571,61.92581905730677,-10.825572871715679,-12.798892574956719
1222,50,1.115151515151515,3,49.8566893277507,50.984334034495916,0.28744522386393456,-1.9306597862588875
1224,90,2.1333333333333333,3,95.48203497500153,97.64049520942062,-5.741430810975904,-7.825129515200826
1226,43,1.0016366612111294,2,44.879275702569245,45.893284914239075,-4.1874020316724065,-6.3043752907332
1228,44,1.0032786885245901,2,45.00172772202054,46.01797422319994,-2.225976140756854,-4.385186999784493
1230,110,2.7350427350427347,4,122.81261685286724,125.58457593455536,-10.432655195530188,-12.409625798853511
1232,56,1.3333333333333333,3,59.93605726598717,61.28814880260933,-6.567094075807399,-8.628338277341127
1234,49,1.0016260162601627,2,45.07387490830512,46.09016350470603,8.710422832920155,6.313356851070544
1236,84,2.01980198019802,3,90.99075286796331,93.04127182897832,-7.682926723452427,-9.71748520978661
1238,35,1.0016207455429498,2,45.17105621096204,46.18847860050227,-22.51675533877321,-24.223527034251795
1240,68,1.3793103448275863,3,62.27112378209914,63.67297654714341,9.199892132904981,6.795698406925994
1242,88,2.0952380952380953,3,94.6945914917553,96.82525893026461,-7.0696661618083825,-9.114624662786317
1244,46,1.0032362459546926,2,45.39012728643273,46.410894776987035,1.3436241535933375,-0.8853412091308757
1246,52,1.2137931034482758,3,54.97542011847038,56.21110878312642,-5.412273543446218,-7.491595299024809
1248,90,2.1818181818181817,3,98.92532074153718,101.1477256637223,-9.022281327605114,-11.021232153834328
1250,56,1.3333333333333333,2,60.51903332558375,61.877919450158,-7.467127409772055,-9.499219596244824
1252,46,1.0032154340836013,2,45.58386065153405,46.60686548538755,0.9129093993313235,-1.302094614317754
1254,102,2.3529411764705883,4,107.02640627692209,109.42708014881597,-4.696416942111157,-6.787241456790655
1256,40,1.0064516129032257,2,45.82843948443588,46.85587145348683,-12.717953196759668,-14.631829994438489
1258,42,1.097142857142857,3,50.01116476151185,51.13179129092801,-16.018752611971102,-17.859322078059495
1260,136,3.1999999999999997,4,146.02079694126675,149.29107522942246,-6.862582009669054,-8.902792888990486
1262,43,1.0015898251192368,2,45.75250899520709,46.776653219579906,-6.016083173701868,-8.073799555200036
1264,52,1.0129870129870129,2,46.322127109565,47.35848808133994,12.257366500042654,9.800802573528298
1266,84,2.0095693779904304,3,91.99125809968665,94.04831169352505,-8.686975550466864,-10.684202100585765
1268,42,1.0031746031746032,2,45.97040765840607,46.99784190719746,-8.636877201327245,-10.634194474431961
1270,54,1.3439999999999999,3,61.65363730885368,63.030882181993185,-12.413926643959078,-14.327710273700006
1272,80,2.0392156862745097,3,93.643911178613,95.73469401220892,-14.569992866475959,-16.435728107306943
1274,52,1.3090909090909089,3,60.17865471922234,61.52157093855339,-13.590624046652044,-15.47680072744462
1276,50,1.1522633744855968,3,53.02492400907115,54.2075943472188,-5.7047210639164065,-7.762001612297481
1278,84,2.028985507246377,3,93.4678418708004,95.5514844018637,-10.129518004585679,-12.089277810987513
1280,54,1.3333333333333333,2,61.48601207477951,62.855993932971046,-12.1751465449979,-14.089338786711386
1282,51,1.001564945226917,2,46.234947884090786,47.26459047139116,10.306169540528117,7.903188182429828
1284,92,2.019047619047619,3,93.30197470568368,95.37872718809354,-1.3954417468555078,-3.5424326657562206
1286,43,1.001560062402496,2,46.33120985041346,47.36194115201893,-7.1899910690196025,-9.209802313672673
1288,58,1.2571428571428571,3,58.21474470987989,59.50918757430566,-0.3688837097029174,-2.536058104340995
1290,120,2.7317073170731705,4,126.629125970174,129.44336969169697,-5.235072041589716,-7.295367630021385
1292,46,1.1294117647058823,3,52.40855508447205,53.5727042588844,-12.228070539519258,-14.135378013195139
1294,51,1.0015503875968992,2,46.52351046375826,47.55640842634505,9.621994324200712,7.241067371579065
1296,98,2.0,2,92.99911715015259,95.06279740185994,5.377344434112415,3.0897498058295025
1298,40,1.1306042884990255,3,52.6269229337192,53.79413654405122,-23.99327612146759,-25.642453676629618
1300,66,1.4545454545454544,3,67.77546891788153,69.27789745103837,-2.619633543270248,-4.731519823266864
1302,106,2.4827586206896552,4,115.80491255296418,118.37073940208975,-8.466750103092421,-10.450842382649979
1304,48,1.0062111801242235,2,46.981647540396686,48.02206544970851,2.167553742613419,-0.04594856448151268
1306,47,1.001536098310292,2,46.81140766600856,47.84752904886811,0.4028768699651403,-1.7713120525043295
1308,92,2.0186915887850465,3,94.449666641833,96.53914976491107,-2.593621268270327,-4.701874603168414
1310,60,1.3436692506459949,3,62.93142570281738,64.32293353740752,-4.658126953392924,-6.720672238764553
1312,46,1.0256410256410255,2,48.08556113585427,49.14826574623884,-4.337187892976886,-6.405649718128189
1314,92,2.028169014084507,3,95.18465434112106,97.28719667464237,-3.3457644650449145,-5.434627428236367
1316,54,1.2266666666666666,3,57.62782474343113,58.900126474948166,-6.295265801863629,-8.319381923623412
1318,51,1.0015220700152208,2,47.09864761831054,48.13796108048801,8.283363915894551,5.94549261180086
1320,132,2.962962962962963,4,139.4812301664112,142.5575696058835,-5.363610686173004,-7.405828841689067
1322,41,1.0015174506828528,2,47.194249593377315,48.23462022091476,-13.125009183844599,-14.998812445874297
1324,52,1.0030395136778116,2,47.31392862464549,48.35641086563723,9.904211109862407,7.534862635870186
1326,106,2.327272727272727,4,109.88996655447126,112.30998400901981,-3.5398741818189956,-5.618364266273111
1328,44,1.0123456790123457,2,47.84965128519714,48.90287391298779,-8.045306876432925,-10.025737795515678
1330,82,1.6941176470588233,4,80.15527052938884,81.91868572807068,2.3014450059585143,0.09926217834992906
1332,94,2.057142857142857,3,97.42960404691935,99.57197498842366,-3.520084147388868,-5.595926955422413
1334,50,1.0864197530864197,3,51.50643620783996,52.638436695235896,-2.924753329391991,-5.012376622261449
1336,50,1.006060606060606,2,47.74465414746088,48.793451034290825,4.723766236893066,2.4727682509303186
1338,90,2.009049773755656,3,95.43934772768243,97.53479033646167,-5.699271691590506,-7.72523354022623
1340,54,1.3538461538461537,3,64.3786165848512,65.79138755761224,-16.12121716093752,-17.92238770961739
1342,54,1.1299435028248588,3,53.78535186556159,54.965064137476176,0.39908288594064323,-1.7557773335120663
1344,108,2.4,3,114.35440287794258,116.86136099392976,-5.556762763848295,-7.582798042536967
1346,49,1.0014903129657229,2,47.76636257640227,48.81300566058884,2.582648870582358,0.38308302650196097
1348,44,1.0029850746268656,2,47.88539393114638,48.93411959549502,-8.113943756488933,-10.083188655036649
1350,120,2.6666666666666665,3,127.44121731985628,130.23087736376044,-5.838940867286334,-7.855953650057651
1352,44,1.0909090909090908,2,52.18692825383935,53.32871708345961,-15.687699061377582,-17.492858620356717
1354,41,1.0014814814814814,2,47.95650269772671,49.00521023183764,-14.505859073114754,-16.335426771900313
1356,82,2.018018018018018,3,96.72983364602801,98.84405424029585,-15.227808309823201,-17.041039412797595
1358,48,1.2126315789473685,3,58.18278570317372,59.45384990550738,-17.501371892233543,-19.265110541557007
1360,66,1.422222222222222,3,68.30661273794146,69.79809808215123,-3.376851296653797,-5.441549535749424
1362,88,2.008888888888889,3,96.57846019929879,98.68621421890963,-8.882374166658202,-10.828477212840536
1364,54,1.149425287356322,3,55.313813170942794,56.52039505749632,-2.375199060825118,-4.4592665265916995
1366,53,1.0014684287812041,2,48.241191556734805,49.29297160363943,9.864616295118921,7.520399512872684
1368,96,2.1176470588235294,3,102.10844882727481,104.3335636324595,-5.9823147814220325,-7.987423550312648
1370,56,1.3432098765432097,3,64.8304052439953,66.24246627970273,-13.620777489761545,-15.462084754596624
1372,54,1.2,2,57.975204977125486,59.23732645985669,-6.856732940735492,-8.841260692961665
1374,94,2.0088105726872247,3,97.14616194100054,99.25998577979216,-3.2385859391041003,-5.299200617922126
1376,46,1.024390243902439,2,49.58806248590241,50.66652413773898,-7.235738413700831,-9.210270917840838
1378,54,1.1122994652406415,3,53.89617073114191,55.067745594397735,0.19264683826247883,-1.9389673262861173
1380,122,2.7936507936507935,4,135.4977888872963,138.44172957501743,-9.961630369129812,-11.876281541331187
1382,39,1.0014513788098693,2,48.61981490732739,49.675647359353604,-19.78579088724093,-21.49070606393104
1384,48,1.0058479532163742,2,48.88082723454503,49.941802488364026,-1.8019892141320653,-3.888130567206595
1386,118,2.6666666666666665,4,129.7170783394444,132.53123981141135,-9.032795441771432,-10.96438834503393
1388,40,1.0028985507246377,2,48.83228922034669,49.89116308868827,-18.086985806650624,-19.82548105985302
1390,60,1.343065693430657,3,65.45885900962784,66.87756046445989,-8.33937390938168,-10.283808824209082
1392,88,2.074074074074074,3,101.18496238967522,103.37687956175324,-13.030555211255972,-14.874582814784718
1394,48,1.094017094017094,3,53.423925937395765,54.58064978730093,-10.152615784455325,-12.056745042328211
1396,48,1.0028818443804035,2,49.020855455249645,50.08172173927016,-2.0824921266042935,-4.156649705670632
1398,90,2.0086580086580086,3,98.27792730847237,100.40372418835601,-8.422977096871218,-10.361890729111567
1400,68,1.5999999999999999,3,78.35889260677352,80.05299722551337,-13.219804749867123,-15.056272273678223
1402,53,1.0014306151645207,2,49.091572085761335,50.15240059169559,7.96150489418178,5.677892532976631
1404,96,2.1818181818181817,3,107.05867194777115,109.3709845292642,-10.329543367739651,-12.225348968753732
1406,46,1.0890756302521007,3,53.49066622827952,54.64541973907736,-14.00368841231472,-15.820941225006191
1408,50,1.1111111111111112,2,54.62526830333825,55.8039366089848,-8.467268806175536,-10.400586341520441
1410,116,2.7259259259259254,4,134.14229232451103,137.03530694643226,-13.524662513312363,-15.350282649897707
1412,36,1.002849002849003,2,49.3971915533583,50.4620066264023,-27.121362838789732,-28.65919846087851
1414,60,1.2121212121212122,3,59.76229381340506,61.049909805264576,0.39775278261093533,-1.719756521530583
1416,94,2.0350877192982457,3,100.43343021893631,102.59627182396845,-6.405666126221099,-8.378737035121189
1418,39,1.0014144271570014,2,49.46778024149865,50.53255145699546,-21.160804447653796,-22.822024862152407
1420,68,1.3526570048309179,3,66.88198341746578,68.32088346673767,1.6716259378190954,-0.4696711319517593
1422,82,2.0259740259740258,3,100.26922867606554,102.42536842640213,-18.220174740833965,-19.941708524171727
1424,44,1.0114942528735633,2,50.108226152639936,51.18520247079793,-12.19006662505479,-14.037655658189921
1426,46,1.0837438423645323,3,53.738250985847074,54.89268386923753,-14.399893639793152,-16.20012584996065
1428,114,2.56,4,127.05963199294804,129.7878617120931,-10.278348668342488,-12.164359211892352
1430,70,1.6161616161616161,4,80.29021647539743,82.01337128273799,-12.816276910338836,-14.648064205679766
1432,50,1.0056497175141244,2,50.00739833452119,51.080113441039835,-0.014794479952147797,-2.1145478509686075
1434,100,2.0084388185654007,3,99.96668434231786,102.11003898708312,0.03332676071165331,-2.0664363739495135
1436,44,1.0028011204481793,2,49.95973450734455,51.030384767671265,-11.929075616821807,-13.776860197466412
1438,45,1.00139470013947,2,49.93656960808783,51.0062033899289,-9.885680267649567,-11.775437085589505
1440,120,2.6666666666666665,3,133.103578224582,135.95325222655086,-9.844647604043146,-11.734366015729107
1442,54,1.2118811881188118,3,60.54636885653142,61.8420040598454,-10.812157657288205,-12.680708167634059
1444,56,1.0588235294117647,2,52.949051055429436,54.08156132729694,5.762046502734665,3.5473063750745584
1446,90,2.00836820083682,3,100.52728503800013,102.67638886310492,-10.472067393465098,-12.345962887344953
1448,40,1.005586592178771,2,50.38086191288534,51.457398154785835,-20.604772365417475,-22.26579377434036
1450,72,1.382716049382716,3,69.34004320610809,70.82098139273495,3.8361048982697996,1.6647871634633933
1452,98,2.2222222222222223,3,111.54318989765808,113.92433460526614,-12.141655541753902,-13.977992200210787
1454,51,1.0013793103448276,2,50.31044330193555,51.38391579799216,1.3706035025891365,-0.7471516952920919
1456,68,1.3090909090909089,3,65.83135287025637,67.23531615153178,3.2942466396182195,1.137324686247946
1458,96,2.0,2,100.66903393088658,102.81493257475842,-4.638004109676932,-6.628349019052429
1460,66,1.352112676056338,3,68.12103089810152,69.5724237977227,-3.1136212563697927,-5.134827281724863
1462,58,1.0926829268292684,3,55.10162389095108,56.2750582530628,5.260055701416263,3.0651976212629095
1464,94,2.0338983050847457,3,102.65991050217457,104.84508462574505,-8.435532877257994,-10.34391327400579
1466,49,1.0013679890560876,2,50.590183085442334,51.66650535441708,-3.1432641442642253,-5.160994218837984
1468,48,1.0027397260273974,2,50.706211475712095,51.78448337675872,-5.337041354407538,-7.3081416091856335
1470,146,3.1999999999999997,4,161.96561064962995,165.40816757172485,-9.85740774575126,-11.733500138866487
1472,44,1.0476190476190477,2,53.07324113467241,54.2007637537059,-17.095698210043775,-18.820332126793023
1474,60,1.1282051282051282,3,57.20831849105776,58.42310598790011,4.879852410587121,2.6990930821556787
1476,102,2.051282051282051,3,104.11058406358543,106.32025515429572,-2.027252159392745,-4.063435652995767
1478,51,1.0013568521031209,2,50.86935935158783,51.94850678462539,0.25681598918758597,-1.8258595739004106
1480,68,1.3714285714285712,3,69.73294091558071,71.2115535086538,-2.485110899995779,-4.509877050026043
1482,104,2.3101604278074865,4,117.57197871318033,120.06377362192941,-11.543548778990525,-13.379367595518751
1484,58,1.2235294117647058,3,62.32646633233429,63.64676796836914,-6.941619807651069,-8.872041972619007
1486,49,1.001349527665317,2,51.0551668056588,52.13618421488279,-4.025384567798556,-6.015369674843857
1488,104,2.0689655172413794,3,105.58510925152356,107.81964926743353,-1.501262121865626,-3.5426281697127
1490,62,1.3424036281179137,3,68.56894488232265,70.01940417749258,-9.580058280897005,-11.453116849101063
1492,54,1.0026954177897573,2,51.26344858699861,52.34732222974368,5.338211705280076,3.1571390853633168
1494,100,2.0246913580246915,3,103.6075891526501,105.79714135939584,-3.481973842027026,-5.479487711017433
1496,56,1.1851851851851851,3,60.70331617981367,61.98555580864358,-7.748038288191104,-9.656371924971795
1498,64,1.2114285714285713,3,62.10363103977716,63.414825042983146,3.0535556914670887,0.9227731159397139
1500,134,2.6666666666666665,3,136.82971000334985,139.7172213041002,-2.0680523281680334,-4.09199470955441
1502,53,1.0013351134846462,2,51.42604554820505,52.510771129822594,3.0606173098018488,0.9316733684368942
1504,54,1.0222222222222221,2,52.54610514269742,53.653929451215305,2.766893670528564,0.6450050393780736
1506,102,2.0080321285140563,3,103.3134625368209,105.49057581229914,-1.271337253218839,-3.3088982455740616
1508,50,1.1313131313131313,3,58.25854789795255,59.48564139524933,-14.17568442045359,-15.946102576624277
1510,66,1.342281879194631,3,69.18479269372398,70.64133356060371,-4.6033131989320575,-6.570280212252616
1512,118,2.4,3,123.81343437542283,126.41883176155505,-4.695317923090263,-6.659476000722929
1514,45,1.0013245033112583,2,51.70356730447592,52.79104666828125,-12.965386440358047,-14.758272775376485
1516,52,1.0026525198938991,2,51.818492600710556,52.90787347273169,0.35027533642874653,-1.7159515458499728
1518,112,2.3280423280423284,4,120.42409334320531,122.95457358340076,-6.9953554221055105,-8.909447826249597
1520,62,1.4117647058823528,3,73.09245484873327,74.62762617058262,-15.175923249108806,-16.920846633549072
1522,53,1.0013175230566536,2,51.88828153602532,52.977583946408615,2.1425231884059053,0.042312336504550845
1524,96,2.016,3,104.56221450562077,106.75627686094778,-8.188631568395587,-10.07554513629025
1526,56,1.211214953271028,3,62.87699430019535,64.19574020386158,-10.93721857530646,-12.76679757540762
1528,54,1.0052910052910053,2,52.2333863480259,53.32838309885308,3.3821541651604297,1.259398583118421
1530,138,2.844444444444444,4,147.92419399050465,151.02374863360302,-6.70897283451934,-8.623642805476765
1532,44,1.0026246719160106,2,52.18732630497224,53.280327685589064,-15.688342141015521,-17.41792531823927
1534,64,1.1100478468899522,3,57.82994762695985,59.04055741178481,10.669303062214293,8.400060578061646
1536,94,2.0,2,104.28577495036578,106.46786320224058,-9.863066132711996,-11.710447478932965
1538,51,1.001303780964798,2,52.25699688131064,53.349915145524065,-2.4054135452245973,-4.404721430416778
1540,92,1.7777777777777777,4,92.86223220861785,94.80346890196445,-0.9285068731503494,-2.9571374702158804
1542,92,2.007843137254902,3,104.97213259881329,107.16549134032496,-12.357691777484131,-14.151469050950347
1544,42,1.0052356020942408,2,52.601028589408095,53.69959496537684,-20.153652644622905,-21.787119573099627
1546,59,1.0012970168612192,2,52.44100128864279,53.53571257750591,12.507386491832111,10.206808052817468
1548,102,2.048780487804878,3,107.39515863296253,109.63599435957498,-5.023651626048823,-6.964860768746332
1550,62,1.3793103448275863,3,72.36557779627238,73.87480346951989,-14.323906630655436,-16.07422681593912
1552,56,1.0105263157894737,2,53.06375514227104,54.169912987297046,5.533428325712141,3.378419701600985
1554,124,2.4685714285714284,4,129.74060222551645,132.44388915862615,-4.424676721893182,-6.375446396407934
1556,48,1.0025839793281655,2,52.73881639340221,53.83717426172705,-8.985443203831649,-10.842274584007484
1558,50,1.085972850678733,3,57.17518021824076,58.36537603314672,-12.549466728137471,-14.3327715877233
1560,144,2.9090909090909087,4,153.29372355251093,156.4832982588897,-6.062690198354632,-7.977399759453585
